Subject Area,BRONZE_TABLE NAME,BRONZE_TABLE_DESCRIPTION,Bronze_Attribute Column Name,Bronze_Attribute Column Physical Name,Bronze_Attribute Column Description,Natural Key Bronze,Is Multi Source,Function,Transformation Logic,Join Column Description,Silver_TABLE NAME,Silver Table Physical Name,Silver Table Description,Silver Attribute Column  Name,Silver Attribute Column Physical Name,Silver Attribute Column Definition,Comments
Member,T_PUB_HLTH_PGM,"In U.S. healthcare, public health programs are initiatives run by federal, state, or local agencies (sometimes in partnership with payers and providers) to improve population health, prevent disease, and ensure access to care. Examples include Medicaid expansion programs, CHIP (Children’s Health Insurance Program), immunization programs, maternal health initiatives, and disease prevention campaigns.",NUM_HIER_ID_ASGN,NUM_HIER_ID_ASGN,NUM_HIER_ID_ASGN is the numeric hierarchy identifier for an assignment within a public health program.,,N,,"SELECT DISTINCT
  CAST(hp.NUM_HIER_ID_ASGN AS INTEGER) AS HRCY_ASSGN_PLAN_ID
FROM oz_dev.bronze_dmes_de.t_pub_hlth_pgm hp
join oz_dev.silver_dmes_de.plan_fndtn pf on hp.CDE_PGM_HEALTH = pf.SRC_KEY_ID AND pf.CURR_REC_IND='1'
join oz_dev.bronze_dmes_de.t_financial_payer fp on hp.SAK_FIN_PAYER = fp.SAK_FIN_PAYER and fp.CURR_REC_IND='1'
join oz_dev.silver_dmes_de.fnncl_payr_cd fps on fp.CDE_FIN_PAYER = fps.FNNCL_PAYR_CD and fps.CURR_REC_IND='1'
where hp.CURR_REC_IND='1'",,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Hierarchy Assigned Plan Id,HRCY_ASSGN_PLAN_ID,Hierarchy Assigned Plan ID – Identifies the assigned plan in a hierarchical structure for reporting in PLAN DETAIL table.,
Member,T_PUB_HLTH_PGM,"In U.S. healthcare, public health programs are initiatives run by federal, state, or local agencies (sometimes in partnership with payers and providers) to improve population health, prevent disease, and ensure access to care. Examples include Medicaid expansion programs, CHIP (Children’s Health Insurance Program), immunization programs, maternal health initiatives, and disease prevention campaigns.",DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a member’s liablibty record become active.,,N,,"SELECT DISTINCT
  CAST(TO_DATE(CAST(hp.DTE_EFFECTIVE AS STRING), 'yyyyMMdd') AS TIMESTAMP) AS SRC_EFF_DT
FROM oz_dev.bronze_dmes_de.t_pub_hlth_pgm hp
join oz_dev.silver_dmes_de.plan_fndtn pf on hp.CDE_PGM_HEALTH = pf.SRC_KEY_ID AND pf.CURR_REC_IND='1'
join oz_dev.bronze_dmes_de.t_financial_payer fp on hp.SAK_FIN_PAYER = fp.SAK_FIN_PAYER and fp.CURR_REC_IND='1'
join oz_dev.silver_dmes_de.fnncl_payr_cd fps on fp.CDE_FIN_PAYER = fps.FNNCL_PAYR_CD and fps.CURR_REC_IND='1'
where hp.CURR_REC_IND='1'",,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Source Effective Date,SRC_EFF_DT,Source Effective Date – The date when this record becomes valid in the source system in PLAN DETAIL table.,
Member,T_PUB_HLTH_PGM,"In U.S. healthcare, public health programs are initiatives run by federal, state, or local agencies (sometimes in partnership with payers and providers) to improve population health, prevent disease, and ensure access to care. Examples include Medicaid expansion programs, CHIP (Children’s Health Insurance Program), immunization programs, maternal health initiatives, and disease prevention campaigns.",DTE_END,DTE_END,DTE_END is the date field that records when a member’s health program record change ends (expires).,,N,,"SELECT DISTINCT
   CAST(TO_DATE(CAST(hp.DTE_END AS STRING), 'yyyyMMdd') AS TIMESTAMP) AS SRC_TRMNT_DT
FROM oz_dev.bronze_dmes_de.t_pub_hlth_pgm hp
join oz_dev.silver_dmes_de.plan_fndtn pf on hp.CDE_PGM_HEALTH = pf.SRC_KEY_ID AND pf.CURR_REC_IND='1'
join oz_dev.bronze_dmes_de.t_financial_payer fp on hp.SAK_FIN_PAYER = fp.SAK_FIN_PAYER and fp.CURR_REC_IND='1'
join oz_dev.silver_dmes_de.fnncl_payr_cd fps on fp.CDE_FIN_PAYER = fps.FNNCL_PAYR_CD and fps.CURR_REC_IND='1'
where hp.CURR_REC_IND='1'",,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Source Termination Date,SRC_TRMNT_DT,Source Termination Date – The date when the record was terminated in the source system in PLAN DETAIL table.,
Member, T_PUB_HLTH_PGM|T_PUB_HLTH_PGM|'PLAN_SK'|PLAN_FNDTN|'PLAN_TYP_CD'|T_PUB_HLTH_PGM,,TENANT_CD|SRC_SYS_CD| 'PLAN_SK'|PLAN_SK| 'PLAN_TYP_CD'|PLAN_TYP_CD,TENANT_CD|SRC_SYS_CD| 'PLAN_SK'|PLAN_SK| 'PLAN_TYP_CD'|PLAN_TYP_CD,System Surrogate Key - SSK usually refers in Plan Detail to a system-generated unique identifier used to represent an entity.,,Y,Drived Column SSK,"SELECT DISTINCT concat_ws('|', hp.TENANT_CD, hp.SRC_SYS_CD, 'PLAN_SK', pf.PLAN_SK, 'PLAN_TYP_CD', PLAN_TYP_CD) AS PLAN_DTL_SSK
FROM oz_dev.bronze_dmes_de.t_pub_hlth_pgm hp
join oz_dev.silver_dmes_de.plan_fndtn pf on hp.CDE_PGM_HEALTH = pf.SRC_KEY_ID AND pf.CURR_REC_IND='1'
join oz_dev.bronze_dmes_de.t_financial_payer fp on hp.SAK_FIN_PAYER = fp.SAK_FIN_PAYER and fp.CURR_REC_IND='1'
join oz_dev.silver_dmes_de.fnncl_payr_cd fps on fp.CDE_FIN_PAYER = fps.FNNCL_PAYR_CD and fps.CURR_REC_IND='1'
where hp.CURR_REC_IND='1'",,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Plan Detail Ssk,PLAN_DTL_SSK,"It helps identify and differentiate existing records when changes occur or Every time a Plan Detail attribute changes , a new row is inserted with a new SSK in PLAN DETAIL table.",
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Rec_Hash_Key,REC_HASH_KEY,"
A system-generated hash value that uniquely represents the entire record’s data content in PLAN DETAIL table.",
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Crt_By_User_Id,CRT_BY_USER_ID,User who created the record in PLAN DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Crt_Dt,CRT_DTTM,Date time when record is created in PLAN DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Upd_By_User_Id,UPD_BY_USER_ID,User who updated the record in PLAN DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Upd_Dttm,UPD_DTTM,Date time when record is updated in PLAN DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Tenant_Cd,TENANT_CD,Code representing the customer who owns the given record in PLAN DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Sub_Tenant_Cd,SUB_TENANT_CD,Represents the code used to identify a sub-tenant or line of business within a multi-tenant data warehouse environment in PLAN DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Src_Sys_Cd,SRC_SYS_CD,Code which indicates the source system in PLAN DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,PLAN DETAIL,PLAN_DTL,This entity contains the plan detail information.,Curr_Rec_Ind,CURR_REC_IND,Y/N to indicate whether this is the most current or Active record in PLAN DETAIL table.,
Member,NA,,NA,NA,NA,,N,,Auto generated or surrogated key,,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Member Enrollment Aid Category Sk,MBR_ENRL_AID_CAT_SK,Surrogate key that uniquely identifies a MEMBER ENROLLMENT AID CATEGORY record in MEMBER ENROLLMENT AID CATEGORY table.,
Member,T_RE_AID_ELIG,"In U.S. healthcare, especially Medicaid and other public programs, aid categories (sometimes called “aid codes”) are used to classify members based on their eligibility type. These categories determine what benefits the member receives, how claims are adjudicated, and how reporting is done to CMS or state agencies.",SAK_PGM_ELIG,SAK_PGM_ELIG,SAK_PGM_ELIG is the surrogate key field that uniquely identifies a program eligibility record in the aid eligibility table.,,N,,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  CAST(SAK_PGM_ELIG AS INTEGER) AS ELG_SEQ
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Eligibility Sequence,ELG_SEQ,Eligibility Sequence – Numeric value representing the sequence of eligibility records for the member in MEMBER ENROLLMENT AID CATEGORY table.,
Member,AID_CD,"AID_CD is a coded field used in U.S. healthcare IT systems to uniquely identify and trace records back to their originating application, account, or assignment. It acts as a key for integration, auditing, and compliance across claims, eligibility, provider, and payer data.",AID_CD_SK,AID_CD_SK,Surrogate key that uniquely identifies a MEMBER ENROLLMENT AID CATEGORY record.,,N,Lookup,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  ac.AID_CD_SKFROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Aid Category Code SK,AID_CD_SK,Surrogate key that uniquely identifies a MEMBER ENROLLMENT AID CATEGORY record in MEMBER ENROLLMENT AID CATEGORY table.,
Member,T_RE_AID_ELIG,"In U.S. healthcare, especially Medicaid and other public programs, aid categories (sometimes called “aid codes”) are used to classify members based on their eligibility type. These categories determine what benefits the member receives, how claims are adjudicated, and how reporting is done to CMS or state agencies.",DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a member’s AID eligibility record become active,,N,,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  CAST(TO_DATE(CAST(DTE_EFFECTIVE AS STRING), 'yyyyMMdd') AS TIMESTAMP) AS SRC_EFF_DT
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Source Effective Date,SRC_EFF_DT,Source Effective Date – The date when this record becomes valid in the source system in MEMBER ENROLLMENT AID CATEGORY table.,
Member,T_RE_AID_ELIG,"In U.S. healthcare, especially Medicaid and other public programs, aid categories (sometimes called “aid codes”) are used to classify members based on their eligibility type. These categories determine what benefits the member receives, how claims are adjudicated, and how reporting is done to CMS or state agencies.",DTE_END,DTE_END,DTE_END is the date field that records when a member’s AID eligibility record change ends (expires).,,N,,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  CAST('9999-12-31' AS DATE) AS END_EFF_DT
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Source End Date,SRC_END_DT,Source End Date – The date when the record ended in the source system (similar to termination date but may apply to eligibility or coverage periods) in MEMBER ENROLLMENT AID CATEGORY table.,
Member,T_RE_AID_ELIG,"In U.S. healthcare, especially Medicaid and other public programs, aid categories (sometimes called “aid codes”) are used to classify members based on their eligibility type. These categories determine what benefits the member receives, how claims are adjudicated, and how reporting is done to CMS or state agencies.",CDE_STATUS1,CDE_STATUS1,CDE_STATUS is the coded field that identifies the current status of a member’s aid eligibility record.,,N,,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  TRIM(CDE_STATUS1) AS STS_CDFROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Status Code - is the coded field that identifies the current status of a member’s aid eligibility record.,STS_CD,"Status Code – Represents the current status of the record (e.g., ACTIVE, TERMINATED, PENDING) in MEMBER ENROLLMENT AID CATEGORY table.",
Member,T_RE_AID_ELIG,"In U.S. healthcare, especially Medicaid and other public programs, aid categories (sometimes called “aid codes”) are used to classify members based on their eligibility type. These categories determine what benefits the member receives, how claims are adjudicated, and how reporting is done to CMS or state agencies.",DTE_LAST_UPDATE,DTE_LAST_UPDATE,DTE_LAST_UPDATE is the date field that records when the aid eligibility record was last updated in the system.,,N,,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  TO_DATE(CAST(ae.DTE_LAST_UPDATE AS STRING), 'yyyyMMdd') AS LAST_UPD_DT
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",Last Update Date,LAST_UPD_DT,Date time when record is updated in MEMBER ENROLLMENT AID CATEGORY table.,
Member,T_RE_AID_ELIG,"In U.S. healthcare, especially Medicaid and other public programs, aid categories (sometimes called “aid codes”) are used to classify members based on their eligibility type. These categories determine what benefits the member receives, how claims are adjudicated, and how reporting is done to CMS or state agencies.",CDE_COUNTY,CDE_COUNTY,CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,,N,,"WITH t_re_aid_elig_cte AS (
  SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND = '1' and TRIM(CDE_STATUS1) != 'H'
),
mbr_fndtn_cte (SELECT * from oz_dev.silver_dmes_de.mbr_fndtn where CURR_REC_IND = '1')

SELECT DISTINCT
  ae.CDE_COUNTY AS CNTY_CD 
FROM (SELECT * from oz_dev.bronze_dmes_de.t_re_aid_elig where CURR_REC_IND='1' and TRIM(CDE_STATUS1) !='H')ae
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON ae.SAK_RECIP = mf.SRC_KEY_ID and mf.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_re_cert_agency ca on ae.SAK_CERT_AGENCY = ca.SAK_CERT_AGENCY and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.org_fndtn ofn on ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID and ofn.CURR_REC_IND='1'
JOIN oz_dev.bronze_dmes_de.t_cde_aid ca on ae.SAK_CDE_AID = ca.SAK_CDE_AID and ca.CURR_REC_IND='1'
JOIN oz_dev.silver_dmes_de.aid_cd ac on ca.CDE_AID_CATEGORY = ac.AID_CAT_CD and ac.CURR_REC_IND='1'

QUALIFY ROW_NUMBER() OVER (PARTITION BY concat_ws('|',ae.TENANT_CD,ae.SRC_SYS_CD,mf.MBR_SK,ae.SAK_PGM_ELIG,AID_CAT_CD,SRC_EFF_DT,SRC_END_DT)
 ORDER BY ae.DTE_LAST_UPDATE DESC) = 1",,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,"Recipient Aid Category Eligibility contains the recipient's aid category eligibility segments. An aid category eligibility segment specifies a period of time that the recipient is eligible for Medicaid coverage in that aid category. Each segment is maintained by an effective date and end date. For each date range, there will be a corresponding aid category that will be used to determine what services are included in the recipient's Medicaid coverage for that period of time.

For further information about how the program code and aid categories are determined and how they relate, refer to the Recipient User Manual.  
",County Code,CNTY_CD,County Code – Identifies the county associated with the member or service location in MEMBER ENROLLMENT AID CATEGORY table.,
