mapped_field_id,semantic_field_id,tgt_table_name,tgt_table_physical_name,tgt_column_name,tgt_column_physical_name,tgt_comments,source_expression,source_tables,source_tables_physical,source_columns,source_columns_physical,source_descriptions,source_datatypes,source_domain,source_relationship_type,transformations_applied,confidence_score,mapping_source,ai_reasoning,ai_generated,mapping_status,mapped_by,mapped_ts,updated_by,updated_ts,source_semantic_field
46,2373,CASE,CASE,Quantity Child Size,QTY_CHILD_SIZE,"Quantity Child Size � Represents the number of child-sized items or services provided in a case (e.g., clothing, supplies).",TRIM(QTY_CHILD_SIZE),T_RE_CASE,QTY_CHILD_SIZE,QTY_CHILD_SIZE,QTY_CHILD_SIZE,"QTY_CHILD_SIZE (Quantity � Child Size) is a numeric field that records the number of child-sized items or units allocated, purchased, or distributed. It ensures accurate inventory, supports claims/adjudication, compliance reporting, and provides analytics on child-size demand compared to adult-size allocations.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: QTY_CHILD_SIZE (Quantity � Child Size) is a numeric field that records the number of child-sized items or units allocated, purchased, or distributed. It ensures accurate inventory, supports claims/adjudication, compliance reporting, and provides analytics on child-size demand compared to adult-size allocations. | TYPE: VARCHAR(50)"
47,2379,CASE,CASE,Middle Initial Name,MDL_INIT_NM,Middle Initial Name � Stores the member�s middle initial for identification.,TRIM(NAM_MID_INIT),T_RE_CASE,NAM_MID_INIT,NAM_MID_INIT,NAM_MID_INIT,Middle Initial Name � Stores the member�s middle initial for identification.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Middle Initial Name � Stores the member�s middle initial for identification. | TYPE: VARCHAR(50)
48,2385,CASE,CASE,Income Amount,INCM_AMT,Income Amount � Represents the member�s income amount used for eligibility determination.,TRIM(AMT_INCOME),T_RE_CASE,AMT_INCOME,AMT_INCOME,AMT_INCOME,"AMT_INCOME (Amount � Income) is a numeric field that records the income of a recipient or household. It ensures accurate eligibility determination, supports claims adjudication, compliance reporting, and provides an audit trail for financial and demographic updates.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: AMT_INCOME (Amount � Income) is a numeric field that records the income of a recipient or household. It ensures accurate eligibility determination, supports claims adjudication, compliance reporting, and provides an audit trail for financial and demographic updates. | TYPE: VARCHAR(50)"
49,2391,CASE,CASE,Source Code,SRC_CD,Source Code � Indicates the source system from which the record originated.,TRIM(CDE_SOURCE),T_RE_CASE,CDE_SOURCE,CDE_SOURCE,CDE_SOURCE,Source Code � Indicates the source system from which the record originated.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Source Code � Indicates the source system from which the record originated. | TYPE: VARCHAR(50)
50,2569,MEMBER CONTACT,MBR_CNTCT,Longitude Number,LNGTD_NUM,Member or receipent Longitude Location.,TRIM(NUM_LONGITUDE),T_RE_BASE,NUM_LONGITUDE,NUM_LONGITUDE,NUM_LONGITUDE,NUM_LONGITUDE is a numeric data element that stores the latitude value of an address or location record for recipent,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: NUM_LONGITUDE is a numeric data element that stores the latitude value of an address or location record for recipent | TYPE: VARCHAR(50)
51,2595,MEMBER CONTACT,MBR_CNTCT,Latitude Number,LATTD_NUM,"Member or receipent Latitude Location.
",TRIM(NUM_LATITUDE),T_RE_BASE,NUM_LATITUDE,NUM_LATITUDE,NUM_LATITUDE,NUM_LATITUDE is a numeric data element that stores the latitude value of an address or location record for recipent,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: NUM_LATITUDE is a numeric data element that stores the latitude value of an address or location record for recipent | TYPE: VARCHAR(50)
52,2615,MEMBER CONTACT,MBR_CNTCT,County Description,CNTY_DESC,The county name of the address of member or recipent,TRIM(DESC),CNTY_CD,DESC,Description,DESC,CNTY_DESC (County Description) is a descriptive field in healthcare systems that stores the full county name associated with a recipient�s address.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CNTY_DESC (County Description) is a descriptive field in healthcare systems that stores the full county name associated with a recipient�s address. | TYPE: VARCHAR(50)
53,2637,MEMBER ENROLLMENT FOUNDATION,MBR_ENRL_FNDTN,Member Enrollment Foundation Ssk,MBR_ENRL_FNDTN_SSK,"It helps identify and differentiate existing records when changes occur or Every time a Member Enrollment Foundation attribute changes , a new row is inserted with a new SSK.","concat_ws('|', TENANT_CD, SRC_SYS_CD, 'MBR_ENRL_KEY_ID', MBR_ENRL_KEY_ID)",T_RE_ELIG,TENANT_CD|SRC_SYS_CD|MBR_ENRL_KEY_ID,TENANT_CD|SRC_SYS_CD|MBR_ENRL_KEY_ID,TENANT_CD|SRC_SYS_CD|MBR_ENRL_KEY_ID,Na,VARCHAR(50),Member,CONCAT,DERIVED,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Na | TYPE: VARCHAR(50)
54,2641,MEMBER ENROLLMENT FOUNDATION,MBR_ENRL_FNDTN,Member Enrollment Key Id,MBR_ENRL_KEY_ID,Represents the original enrollment identifier from the source system for the member�s enrollment record.,TRIM(SAK_RECIP/SAK_PGM_ELIG),T_RE_ELIG,SAK_RECIP/SAK_PGM_ELIG,SAK_RECIP/SAK_PGM_ELIG,SAK_RECIP/SAK_PGM_ELIG,SAK_RECIP is a field that represents the recipient�s identifier or key within a state assistance or Medicaid program./SAK_PGM_ELIG is a unique identifier that represents a recipient�s program eligibility record in state assistance or Medicaid systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_RECIP is a field that represents the recipient�s identifier or key within a state assistance or Medicaid program./SAK_PGM_ELIG is a unique identifier that represents a recipient�s program eligibility record in state assistance or Medicaid systems. | TYPE: VARCHAR(50)
55,3069,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Provider Sk,PROV_SK,Surrogate key that uniquely identifies a MEMBER ASSIGNED PLAN record.,"oz_dev.bronze_dmes_de.t_re_assign_plan.SAK_PROV_LOC =right(oz_dev.silver_dmes_de.prov_fndtn.PROV_KEY_ID, nullif(charindex('|', reverse(oz_dev.silver_dmes_de.prov_fndtn..PROV_KEY_ID)),0)-1 )
and oz_dev.silver_dmes_de.prov_fndtn.CURR_REC_IND='1'",PROV_FNDTN,PROV_SK,PROV_SK,PROV_SK,Surrogate key that uniquely identifies a MEMBER ASSIGNED PLAN record.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Surrogate key that uniquely identifies a MEMBER ASSIGNED PLAN record. | TYPE: VARCHAR(50)
56,3073,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Member Assigned Plan Number,MBR_ASSGN_PLAN_NUM,Member Assigned Plan Number � The plan number assigned to the member by the source system.,TRIM(SAK_ASSIGN_PLAN),T_RE_ASSIGN_PLAN,SAK_ASSIGN_PLAN,SAK_ASSIGN_PLAN,SAK_ASSIGN_PLAN,Member Assigned Plan Number � The plan number assigned to the member by the source system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Member Assigned Plan Number � The plan number assigned to the member by the source system. | TYPE: VARCHAR(50)
57,3085,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Referral Indicator,REFRL_IND,Referral Indicator � Indicates whether the member was referred for a specific service or program.,TRIM(IND_REFERRAL),T_RE_ASSIGN_PLAN,IND_REFERRAL,IND_REFERRAL,IND_REFERRAL,Referral Indicator � Indicates whether the member was referred for a specific service or program.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Referral Indicator � Indicates whether the member was referred for a specific service or program. | TYPE: VARCHAR(50)
58,3087,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Last Update Date,LAST_UPD_DT,Date time -  is the date field that records when the record was last updated in the system.,TRIM(DTE_LAST_UPDATE),T_RE_ASSIGN_PLAN,DTE_LAST_UPDATE,DTE_LAST_UPDATE,DTE_LAST_UPDATE,DTE_LAST_UPDATE is the date field that records when the record was last updated in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_LAST_UPDATE is the date field that records when the record was last updated in the system. | TYPE: VARCHAR(50)
59,3091,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Plan Sk,PLAN_SK,Surrogate key that uniquely identifies a MEMBER ASSIGNED PLAN record.,"oz_dev.silver_dmes_de.plan_fndtn.SRC_KEY_ID= oz_dev.bronze_dmes_de.t_pub_hlth_pgm.CDE_PGM_HEALTH
 and oz_dev.bronze_dmes_de.t_pub_hlth_pgm.CDE_TYPE_PLAN = 'ASGN'  and oz_dev.silver_dmes_de.plan_fndtn.CURR_REC_IND='1'",PROV_FNDTN,PLAN_SK,PLAN_SK,PLAN_SK,Surrogate key that uniquely identifies a MEMBER ASSIGNED PLAN record.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Surrogate key that uniquely identifies a MEMBER ASSIGNED PLAN record. | TYPE: VARCHAR(50)
60,3093,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Source Termination Date,SRC_TRMNT_DT,Source Termination Date � The date when the record was terminated in the source system.,TRIM(DTE_END),T_RE_ASSIGN_PLAN,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a member�s Assigned Plan record change ends (expires).,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a member�s Assigned Plan record change ends (expires). | TYPE: VARCHAR(50)
61,3097,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID =oz_dev.bronze_dmes_de.t_re_assign_plan.SAK_RECIP,MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
62,3099,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Status Code,STS_CD,Represents the current status of the member�s assigned plan record.,TRIM(CDE_STATUS),T_RE_ASSIGN_PLAN,CDE_STATUS,CDE_STATUS,CDE_STATUS,Represents the current status of the member�s assigned plan record.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Represents the current status of the member�s assigned plan record. | TYPE: VARCHAR(50)
63,3103,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_RE_ASSIGN_PLAN,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a member�s Assigned Plan become active,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a member�s Assigned Plan become active | TYPE: VARCHAR(50)
64,3105,MEMBER ASSIGNED PLAN,MBR_ASSGN_PLAN,Source Code,SRC_CD,Source Code � Identifies the source system from which the record originated.,TRIM(CDE_SOURCE),T_RE_ASSIGN_PLAN,CDE_SOURCE,CDE_SOURCE,CDE_SOURCE,Source Code � Identifies the source system from which the record originated.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Source Code � Identifies the source system from which the record originated. | TYPE: VARCHAR(50)
65,3183,ORGANIZATION FOUNDATION,ORG_FNDTN,Source Key Id,SRC_KEY_ID,Source Key ID (Organization ID) � The original identifier from the source system for the record.,TRIM(CDE_CERT_AGENCY),T_RE_CERT_AGENCY,CDE_CERT_AGENCY,CDE_CERT_AGENCY,CDE_CERT_AGENCY,CDE_CERT_AGENCY is the coded field that represents the agency or authority that issued a certification.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_CERT_AGENCY is the coded field that represents the agency or authority that issued a certification. | TYPE: VARCHAR(50)
66,3381,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,Source End Date,SRC_END_DT,Source End Date � The date when the record ended in the source system (similar to termination date but may apply to eligibility or coverage periods).,TRIM(DTE_END),T_RE_AID_ELIG,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a member�s AID eligibility record change ends (expires).,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a member�s AID eligibility record change ends (expires). | TYPE: VARCHAR(50)
67,3383,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,Federal Poverty Line Code,FED_PVR_LN_CD,Federal Poverty Line Code � Indicates the income category relative to the federal poverty level for eligibility determination.,TRIM(CDE_FPL),T_RE_AID_ELIG,CDE_FPL,CDE_FPL,CDE_FPL,Federal Poverty Line Code � Indicates the income category relative to the federal poverty level for eligibility determination.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Federal Poverty Line Code � Indicates the income category relative to the federal poverty level for eligibility determination. | TYPE: VARCHAR(50)
68,3385,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,Last Update Date,LAST_UPD_DT,Date time when record is updated,TRIM(DTE_LAST_UPDATE),T_RE_AID_ELIG,DTE_LAST_UPDATE,DTE_LAST_UPDATE,DTE_LAST_UPDATE,DTE_LAST_UPDATE is the date field that records when the aid eligibility record was last updated in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_LAST_UPDATE is the date field that records when the aid eligibility record was last updated in the system. | TYPE: VARCHAR(50)
69,3389,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,Eligibility Sequence,ELG_SEQ,Eligibility Sequence � Numeric value representing the sequence of eligibility records for the member.,TRIM(SAK_PGM_ELIG),T_RE_AID_ELIG,SAK_PGM_ELIG,SAK_PGM_ELIG,SAK_PGM_ELIG,SAK_PGM_ELIG is the surrogate key field that uniquely identifies a program eligibility record in the aid eligibility table.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_PGM_ELIG is the surrogate key field that uniquely identifies a program eligibility record in the aid eligibility table. | TYPE: VARCHAR(50)
70,3391,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_RE_AID_ELIG,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a member�s AID eligibility record become active,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a member�s AID eligibility record become active | TYPE: VARCHAR(50)
71,3393,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,County Code,CNTY_CD,County Code � Identifies the county associated with the member or service location.,TRIM(CDE_COUNTY),T_RE_AID_ELIG,CDE_COUNTY,CDE_COUNTY,CDE_COUNTY,CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes. | TYPE: VARCHAR(50)
72,3395,MEMBER ENROLLMENT AID CATEGORY,MBR_ENRL_AID_CAT,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.bronze_dmes_de.t_re_aid_elig.SAK_RECIP = oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID and oz_dev.silver_dmes_de.mbr_fndtn.CURR_REC_IND='1',MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
73,3641,MEMBER RACE,MBR_RACE,Race Code,RACE_CD,"Race Code is a coded demographic field that identifies the race of a member, recipient, or patient.This indicates the race of a member.
 �	White
 �	Black or African American
 �	American Indian and Alaska Native
 �	Asian
 �	Native Hawaiian and Other Pacific Islander
 �	Some other race
 �	Two or more races
 �	Asked but No Answer
 �	Unknown race
 ","Race_CD 
 if IND_RACE_WHITE = 'Y' then 'C'
if IND_RACE_BLACK = 'Y' then 'B'
if IND_RACE_NATIVE_AMR = 'Y' then 'G'
if IND_RACE_ASIAN = 'Y' then 'A'
if IND_RACE_HAWAIIAN = 'Y' then 'J'
if IND_RACE_ALASKAN = 'Y' then 'I'
if IND_RACE_PACIFIC_ISLANDER = 'Y' then 'P'",T_RE_BASE,IND_RACE_WHITE|IND_RACE_BLACK|IND_RACE_NATIVE_AMR|IND_RACE_ASIAN|IND_RACE_HAWAIIAN|IND_RACE_ALASKAN|IND_RACE_PACIFIC_ISLANDER,IND_RACE_WHITE|IND_RACE_BLACK|IND_RACE_NATIVE_AMR|IND_RACE_ASIAN|IND_RACE_HAWAIIAN|IND_RACE_ALASKAN|IND_RACE_PACIFIC_ISLANDER,IND_RACE_WHITE|IND_RACE_BLACK|IND_RACE_NATIVE_AMR|IND_RACE_ASIAN|IND_RACE_HAWAIIAN|IND_RACE_ALASKAN|IND_RACE_PACIFIC_ISLANDER,"Race Code is a coded demographic field that identifies the race of a member, recipient, or patient.",VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Race Code is a coded demographic field that identifies the race of a member, recipient, or patient. | TYPE: VARCHAR(50)"
74,3657,MEMBER RACE,MBR_RACE,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,TRIM(MBR_SK),MBR_FNDTN,MBR_SK,Mbr_sk,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
75,3945,MEMBER RENEWAL,MBR_RNEWL,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID=oz_dev.bronze_dmes_de.t_re_member_renewal.SAK_RECIP AND mbr_fndtn.CURR_REC_IND = '1',MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
76,3947,MEMBER RENEWAL,MBR_RNEWL,Member Renewal Sequence,MBR_RNEWL_SEQ,Member Renewal Sequence � Numeric sequence representing the renewal instance for the member,TRIM(SAK_SHORT),T_RE_MEMBER_RENEWAL,SAK_SHORT,SAK_SHORT,SAK_SHORT,SAK_SHORT is the surrogate key field that uniquely identifies a �short renewal� record for a member in the renewal process.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_SHORT is the surrogate key field that uniquely identifies a �short renewal� record for a member in the renewal process. | TYPE: VARCHAR(50)
77,3953,MEMBER RENEWAL,MBR_RNEWL,Status Code,STS_CD,Represents the current status of the record in the system.,TRIM(CDE_STATUS),T_RE_MEMBER_RENEWAL,CDE_STATUS,CDE_STATUS,CDE_STATUS,CDE_STATUS is the coded field that identifies the current status of a member�s renewal record.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_STATUS is the coded field that identifies the current status of a member�s renewal record. | TYPE: VARCHAR(50)
78,3963,MEMBER RENEWAL,MBR_RNEWL,Record Added Date,REC_ADDED_DT,Record Added Date � The date when the record was inserted into the data warehouse.,TRIM(DTE_ADDED),T_RE_MEMBER_RENEWAL,DTE_ADDED,DTE_ADDED,DTE_ADDED,DTE_ADDED is the date field that records when the record was first inserted into the database.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_ADDED is the date field that records when the record was first inserted into the database. | TYPE: VARCHAR(50)
79,3967,MEMBER RENEWAL,MBR_RNEWL,Renewal Date,RNEWL_DT,Renewal Date � The date when the member�s eligibility or enrollment was renewed.,TRIM(DTE_RENEWAL),T_RE_MEMBER_RENEWAL,DTE_RENEWAL,DTE_RENEWAL,DTE_RENEWAL,"DTE_RENEWAL is the date field that records when a member�s renewal is scheduled, due, or completed.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: DTE_RENEWAL is the date field that records when a member�s renewal is scheduled, due, or completed. | TYPE: VARCHAR(50)"
80,3969,MEMBER RENEWAL,MBR_RNEWL,Last Update Date,LAST_UPD_DT,LAST_UPD_DT is the date field that records when the record was last updated in the system.,TRIM(DTE_LAST_UPDATED),T_RE_MEMBER_RENEWAL,DTE_LAST_UPDATED,DTE_LAST_UPDATED,DTE_LAST_UPDATED,DTE_LAST_UPDATED is the date field that records when the record was last updated in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_LAST_UPDATED is the date field that records when the record was last updated in the system. | TYPE: VARCHAR(50)
81,4905,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL,Status Code,STS_CD,"Status Code � Represents the current status of the enrollment record (e.g., ACTIVE, TERMINATED, PENDING).",TRIM(CDE_STATUS1),T_RE_ELIG,CDE_STATUS1,CDE_STATUS1,CDE_STATUS1,"Status Code � Represents the current status of the enrollment record (e.g., ACTIVE, TERMINATED, PENDING).",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Status Code � Represents the current status of the enrollment record (e.g., ACTIVE, TERMINATED, PENDING). | TYPE: VARCHAR(50)"
82,4915,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL,Benefit Plan Id,BENE_PLAN_ID,A key that uniquely identifies a benefit plan.  Each program includes one or more benefit plans.  The benefit plans include the benefits associated with the program.,oz_dev.bronze_dmes_DE.enrollkeys.planid = oz_dev.silver_base.plan_fndtn.SRC_KEY_ID,PLAN_FNDTN,planid,plan_fndtn,planid,"PLANID (Plan Identifier) is a unique identifier field in healthcare systems that links a member to their insurance or benefit plan. It ensures accurate enrollment, supports claims adjudication, compliance reporting, and enables analytics on plan performance and utilization.",VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: PLANID (Plan Identifier) is a unique identifier field in healthcare systems that links a member to their insurance or benefit plan. It ensures accurate enrollment, supports claims adjudication, compliance reporting, and enables analytics on plan performance and utilization. | TYPE: VARCHAR(50)"
83,4917,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL,Enrollment Termination Date,ENRL_TRMNT_DT,Enrollment Termination Date � The date when the member�s enrollment in a plan ends.,TRIM(DTE_END),T_RE_ELIG,DTE_END,DTE_END,DTE_END,The date when the member�s eligibility in a plan ends.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: The date when the member�s eligibility in a plan ends. | TYPE: VARCHAR(50)
84,4931,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL ,Last Update Date,LAST_UPD_DT,Date time when record is updated,TRIM(DTE_LAST_UPDATE),T_RE_ELIG,DTE_LAST_UPDATE,DTE_LAST_UPDATE,DTE_LAST_UPDATE,Date time when record is updated,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Date time when record is updated | TYPE: VARCHAR(50)
